,FNRATE
0, 0.11764705882352941
1, 0.08823529411764706
2, 0.11764705882352941
3, 0.11764705882352941
4, 0.11764705882352941
5, 0.14705882352941177
6, 0.11764705882352941
7, 0.11764705882352941
8, 0.11764705882352941
9, 0.11764705882352941
10, 0.11764705882352941
11, 0.08823529411764706
12, 0.14705882352941177
13, 0.11764705882352941
14, 0.14705882352941177
15, 0.14705882352941177
16, 0.17647058823529413
17, 0.14705882352941177
18, 0.11764705882352941
19, 0.11764705882352941
