,FNRATE
0, 0.058823529411764705
1, 0.058823529411764705
2, 0.058823529411764705
3, 0.0
4, 0.11764705882352941
5, 0.08823529411764706
6, 0.17647058823529413
7, 0.029411764705882353
8, 0.0
9, 0.08823529411764706
10, 0.058823529411764705
11, 0.08823529411764706
12, 0.11764705882352941
13, 0.08823529411764706
14, 0.08823529411764706
15, 0.029411764705882353
16, 0.08823529411764706
17, 0.08823529411764706
18, 0.058823529411764705
19, 0.11764705882352941
