,FNRATE
0, 0.08823529411764706
1, 0.058823529411764705
2, 0.08823529411764706
3, 0.11764705882352941
4, 0.058823529411764705
5, 0.08823529411764706
6, 0.058823529411764705
7, 0.08823529411764706
8, 0.058823529411764705
9, 0.11764705882352941
10, 0.08823529411764706
11, 0.058823529411764705
12, 0.11764705882352941
13, 0.08823529411764706
14, 0.11764705882352941
15, 0.11764705882352941
16, 0.08823529411764706
17, 0.058823529411764705
18, 0.08823529411764706
19, 0.058823529411764705
