,FNRATE
0, 0.058823529411764705
1, 0.058823529411764705
2, 0.058823529411764705
3, 0.029411764705882353
4, 0.058823529411764705
5, 0.08823529411764706
6, 0.11764705882352941
7, 0.058823529411764705
8, 0.11764705882352941
9, 0.029411764705882353
10, 0.058823529411764705
11, 0.058823529411764705
12, 0.11764705882352941
13, 0.11764705882352941
14, 0.058823529411764705
15, 0.08823529411764706
16, 0.08823529411764706
17, 0.0
18, 0.029411764705882353
19, 0.11764705882352941
