(0.25, 0.25, 0.25)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.125, 0.125, 0.125)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.125, 0.125, 0.125)
(0.0, 0.0, 0.0)
(0.125, 0.125, 0.125)
(0.125, 0.125, 0.125)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.125, 0.125, 0.125)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)


total number of valid numbers:	 20
average missing branch rate:	 0.04375
standard error: 0.0159956048650872
