,FNRATE
0, 0.058823529411764705
1, 0.029411764705882353
2, 0.058823529411764705
3, 0.029411764705882353
4, 0.08823529411764706
5, 0.029411764705882353
6, 0.08823529411764706
7, 0.029411764705882353
8, 0.029411764705882353
9, 0.029411764705882353
10, 0.058823529411764705
11, 0.029411764705882353
12, 0.029411764705882353
13, 0.029411764705882353
14, 0.058823529411764705
15, 0.058823529411764705
16, 0.058823529411764705
17, 0.08823529411764706
18, 0.08823529411764706
