,FNRATE
0, 0.058823529411764705
1, 0.11764705882352941
2, 0.058823529411764705
3, 0.058823529411764705
4, 0.058823529411764705
5, 0.058823529411764705
6, 0.11764705882352941
7, 0.11764705882352941
8, 0.058823529411764705
9, 0.058823529411764705
