,FNRATE
0, 0.029411764705882353
1, 0.0
2, 0.029411764705882353
3, 0.0
4, 0.029411764705882353
5, 0.0
6, 0.029411764705882353
7, 0.029411764705882353
8, 0.0
9, 0.029411764705882353
10, 0.0
11, 0.029411764705882353
12, 0.058823529411764705
13, 0.029411764705882353
14, 0.029411764705882353
15, 0.0
16, 0.029411764705882353
17, 0.0
18, 0.0
19, 0.0
