,FNRATE
0, 0.14705882352941177
1, 0.20588235294117646
2, 0.20588235294117646
3, 0.17647058823529413
4, 0.23529411764705882
5, 0.20588235294117646
6, 0.23529411764705882
7, 0.23529411764705882
8, 0.23529411764705882
9, 0.23529411764705882
10, 0.20588235294117646
11, 0.17647058823529413
12, 0.17647058823529413
13, 0.23529411764705882
14, 0.17647058823529413
15, 0.23529411764705882
16, 0.17647058823529413
17, 0.20588235294117646
18, 0.20588235294117646
19, 0.20588235294117646
