,FNRATE
0, 0.08823529411764706
1, 0.0
2, 0.058823529411764705
3, 0.029411764705882353
4, 0.058823529411764705
5, 0.058823529411764705
6, 0.08823529411764706
7, 0.08823529411764706
8, 0.08823529411764706
9, 0.08823529411764706
10, 0.029411764705882353
11, 0.029411764705882353
12, 0.11764705882352941
13, 0.08823529411764706
14, 0.14705882352941177
15, 0.058823529411764705
16, 0.058823529411764705
17, 0.029411764705882353
18, 0.0
19, 0.058823529411764705
