,FNRATE
0, 0.058823529411764705
1, 0.058823529411764705
2, 0.058823529411764705
3, 0.08823529411764706
4, 0.08823529411764706
5, 0.029411764705882353
6, 0.058823529411764705
7, 0.058823529411764705
8, 0.058823529411764705
9, 0.08823529411764706
10, 0.029411764705882353
11, 0.058823529411764705
12, 0.08823529411764706
13, 0.08823529411764706
14, 0.058823529411764705
15, 0.11764705882352941
16, 0.08823529411764706
17, 0.058823529411764705
18, 0.058823529411764705
19, 0.058823529411764705
