,FNRATE
0, 0.11764705882352941
1, 0.14705882352941177
2, 0.08823529411764706
3, 0.14705882352941177
4, 0.14705882352941177
5, 0.11764705882352941
6, 0.14705882352941177
7, 0.08823529411764706
8, 0.08823529411764706
9, 0.11764705882352941
10, 0.11764705882352941
11, 0.14705882352941177
12, 0.11764705882352941
13, 0.11764705882352941
14, 0.14705882352941177
15, 0.14705882352941177
16, 0.14705882352941177
17, 0.11764705882352941
18, 0.08823529411764706
19, 0.14705882352941177
