,FNRATE
0, 0.029411764705882353
1, 0.0
2, 0.0
3, 0.029411764705882353
4, 0.0
5, 0.058823529411764705
6, 0.029411764705882353
7, 0.029411764705882353
8, 0.058823529411764705
9, 0.0
10, 0.029411764705882353
11, 0.029411764705882353
12, 0.058823529411764705
13, 0.029411764705882353
14, 0.029411764705882353
15, 0.0
16, 0.058823529411764705
17, 0.029411764705882353
18, 0.0
19, 0.0
