,FNRATE
0, 0.11764705882352941
1, 0.11764705882352941
2, 0.11764705882352941
3, 0.08823529411764706
4, 0.11764705882352941
5, 0.08823529411764706
6, 0.14705882352941177
7, 0.11764705882352941
8, 0.11764705882352941
9, 0.11764705882352941
10, 0.08823529411764706
11, 0.11764705882352941
12, 0.14705882352941177
13, 0.11764705882352941
14, 0.11764705882352941
15, 0.08823529411764706
16, 0.11764705882352941
17, 0.11764705882352941
18, 0.11764705882352941
19, 0.14705882352941177
