,FNRATE
0, 0.0
1, 0.0
2, 0.058823529411764705
3, 0.0
4, 0.029411764705882353
5, 0.029411764705882353
6, 0.0
7, 0.0
8, 0.029411764705882353
9, 0.029411764705882353
10, 0.0
11, 0.029411764705882353
12, 0.0
13, 0.0
14, 0.029411764705882353
15, 0.0
16, 0.029411764705882353
17, 0.0
18, 0.0
19, 0.029411764705882353
